project_id,project_list_answer_num,category,sub_category,industry,industry_id,status,start_date,deadline,created_at,updated_at,duration_hours,entry_count,creative_count,average_score,client_feedback,watchers_count,total_awards,award_log,total_package_tips,tips_log,featured,assured,private_gallery,search_exclusion,nda_required,package_name,entry_type,is_one_to_one,is_legacy
19393,0,7,23,unknown,0,completed,2008-05-22T16:05:00+00:00,2008-05-29T16:05:00+00:00,2008-05-22T16:16:35+00:00,2018-11-27T22:52:02.882320+00:00,168.0,84,49,0.7,100.0,3,300.0,5.707110264748875,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
195682,0,10,37,unknown,0,completed,2008-09-14T16:24:41+00:00,2008-09-28T16:24:41+00:00,2008-09-14T16:28:40+00:00,2018-11-27T23:16:09.419111+00:00,336.0,9,8,1.1,100.0,6,1100.0,7.00397413672268,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
195802,0,10,37,unknown,0,completed,2008-09-14T16:50:30+00:00,2008-09-29T16:50:31+00:00,2008-09-14T16:53:31+00:00,2018-11-27T23:16:09.409840+00:00,360.0002777777778,18,10,0.1,100.0,0,1500.0,7.313886831633462,0.0,0.0,0,0,0,0,0,Pro (Legacy),image,0,1
195917,0,10,37,unknown,0,completed,2008-09-14T19:38:00+00:00,2008-09-28T19:38:00+00:00,2008-09-14T19:49:55+00:00,2018-11-27T23:16:09.391991+00:00,336.0,93,14,3.4,100.0,8,600.0,6.398594934535208,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
195918,0,10,37,unknown,0,completed,2008-09-14T18:48:00+00:00,2008-09-28T18:48:00+00:00,2008-09-14T18:50:40+00:00,2018-11-27T23:16:09.401071+00:00,336.0,21,8,1.1,100.0,10,400.0,5.993961427306569,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
1964274,0,7,23,unknown,0,completed,2009-10-20T13:54:56+00:00,2009-11-03T13:54:56+00:00,2009-10-20T13:56:14+00:00,2018-11-27T22:51:19.944199+00:00,336.0,122,57,0.8,100.0,12,400.0,5.993961427306569,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
1965149,0,7,23,unknown,0,completed,2009-10-20T09:52:24+00:00,2009-10-31T09:52:24+00:00,2009-10-20T09:58:53+00:00,2018-11-27T22:51:19.971136+00:00,264.0,58,30,0.0,98.27586206896551,3,200.0,5.303304908059076,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
1965338,0,12,41,unknown,0,completed,2009-10-20T10:42:33+00:00,2009-10-27T10:42:33+00:00,2009-10-20T10:45:06+00:00,2018-11-27T22:51:19.961853+00:00,168.0,72,17,1.4,100.0,4,300.0,5.707110264748875,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2031419,0,10,37,unknown,0,completed,2009-10-31T20:12:25+00:00,2009-11-24T20:12:25+00:00,2009-10-31T20:14:07+00:00,2018-11-27T22:51:18.568838+00:00,576.0,60,17,2.3,100.0,0,1500.0,7.313886831633462,0.0,0.0,0,0,0,0,0,Pro (Legacy),image,0,1
2031572,0,12,41,unknown,0,completed,2009-11-01T01:40:41+00:00,2009-11-07T01:40:41+00:00,2009-11-01T01:47:03+00:00,2018-11-27T22:51:18.525062+00:00,144.0,60,15,1.1,100.0,8,300.0,5.707110264748875,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2091641,0,7,24,unknown,0,completed,2009-11-10T03:39:00+00:00,2009-11-23T03:39:00+00:00,2009-11-10T15:44:19+00:00,2018-11-27T22:51:17.480104+00:00,312.0,288,52,1.1,100.0,9,500.0,6.2166061010848646,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2096811,0,7,23,unknown,0,completed,2009-11-11T04:09:50+00:00,2009-11-26T04:09:50+00:00,2009-11-11T04:20:17+00:00,2018-11-27T22:51:17.353369+00:00,360.0,392,99,0.4,99.74489795918367,0,1500.0,7.313886831633462,0.0,0.0,0,0,0,0,0,Pro (Legacy),image,0,1
2096845,0,5,17,unknown,0,completed,2009-11-11T04:23:12+00:00,2009-11-16T04:23:12+00:00,2009-11-11T04:25:14+00:00,2018-11-27T22:51:17.344977+00:00,120.0,48,10,0.5,100.0,3,300.0,5.707110264748875,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2097097,0,10,37,unknown,0,completed,2009-11-11T05:25:35+00:00,2009-11-25T05:25:35+00:00,2009-11-11T05:30:16+00:00,2018-11-27T22:51:17.336485+00:00,336.0,58,18,1.6,100.0,8,750.0,6.621405651764134,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
210249,0,7,23,unknown,0,completed,2008-09-19T18:16:00+00:00,2008-10-04T18:16:00+00:00,2008-09-19T18:17:58+00:00,2018-11-27T22:51:58.170247+00:00,360.0,71,25,1.3,100.0,2,200.0,5.303304908059076,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2151432,0,7,23,unknown,0,completed,2009-11-19T00:02:00+00:00,2009-12-03T00:02:00+00:00,2009-11-19T12:03:33+00:00,2018-11-27T22:51:16.541364+00:00,336.0,110,36,3.0,100.0,1,375.0,5.929589143389895,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2160714,0,7,23,unknown,0,completed,2009-11-20T20:06:00+00:00,2009-11-30T20:06:00+00:00,2009-11-20T20:07:21+00:00,2018-11-27T22:51:16.245374+00:00,240.0,164,30,1.4,100.0,3,225.0,5.420534999272286,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2160785,0,10,37,unknown,0,completed,2009-11-20T19:25:07+00:00,2009-12-04T19:25:07+00:00,2009-11-20T19:26:50+00:00,2018-11-27T22:51:16.253874+00:00,336.0,59,22,1.6,100.0,9,1250.0,7.1316985104669115,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2161330,0,7,23,unknown,0,completed,2009-11-20T20:49:44+00:00,2009-12-04T20:49:44+00:00,2009-11-20T20:50:59+00:00,2018-11-27T22:51:16.228020+00:00,336.0,95,42,0.0,98.94736842105263,7,200.0,5.303304908059076,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2161477,0,10,37,unknown,0,completed,2009-11-21T18:23:42+00:00,2009-11-29T18:23:42+00:00,2009-11-21T18:24:53+00:00,2018-11-27T22:51:16.140255+00:00,192.0,49,11,3.6,100.0,9,1200.0,7.0909098220799835,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2172946,0,12,41,unknown,0,completed,2009-11-23T03:40:44+00:00,2009-12-05T03:40:44+00:00,2009-11-23T03:42:12+00:00,2018-11-27T22:51:15.995278+00:00,288.0,46,17,2.1,100.0,11,500.0,6.2166061010848646,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
217659,0,10,37,unknown,0,completed,2008-09-23T00:13:42+00:00,2008-09-29T00:13:42+00:00,2008-09-23T00:15:21+00:00,2018-11-27T22:51:57.981295+00:00,144.0,27,12,2.9,100.0,2,525.0,6.26530121273771,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2226645,0,7,24,unknown,0,completed,2009-12-02T14:52:43+00:00,2009-12-16T14:52:43+00:00,2009-12-02T14:54:44+00:00,2018-11-27T22:51:15.124106+00:00,336.0,76,31,0.0,100.0,4,300.0,5.707110264748875,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2226695,0,7,24,unknown,0,completed,2009-12-02T15:01:19+00:00,2009-12-16T15:01:19+00:00,2009-12-02T15:02:34+00:00,2018-11-27T22:51:15.115364+00:00,336.0,56,17,0.0,100.0,7,300.0,5.707110264748875,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2227130,0,7,23,unknown,0,completed,2009-12-02T04:09:00+00:00,2009-12-12T04:09:00+00:00,2009-12-02T16:14:52+00:00,2018-11-27T22:51:15.098570+00:00,240.0,174,56,0.9,99.42528735632183,6,350.0,5.860786223465865,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2227473,0,7,24,unknown,0,completed,2009-12-02T17:46:59+00:00,2009-12-21T17:46:59+00:00,2009-12-02T17:50:05+00:00,2018-11-27T22:51:15.079979+00:00,456.0,183,46,0.0,100.0,7,500.0,6.2166061010848646,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2266860,0,7,23,unknown,0,completed,2009-12-09T11:51:07+00:00,2009-12-19T11:51:07+00:00,2009-12-09T11:52:31+00:00,2018-11-27T23:15:23.570694+00:00,240.0,44,23,0.0,100.0,0,200.0,5.303304908059076,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2276352,0,7,24,unknown,0,completed,2009-12-10T11:19:00+00:00,2009-12-27T11:19:00+00:00,2009-12-10T23:22:44+00:00,2018-11-27T23:00:34.785719+00:00,408.0,159,50,0.0,100.0,9,500.0,6.2166061010848646,0.0,0.0,0,0,0,1,0,Standard (Legacy),image,0,1
2281153,0,7,23,unknown,0,completed,2010-01-03T08:57:00+00:00,2010-01-10T08:57:00+00:00,2009-12-16T04:50:44+00:00,2018-11-27T22:57:46.731813+00:00,168.0,103,36,0.0,100.0,7,220.0,5.3981627015177525,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2281459,0,10,42,unknown,0,completed,2010-01-04T08:56:00+00:00,2010-01-11T08:56:00+00:00,2010-01-05T08:52:24+00:00,2018-11-27T22:51:12.486800+00:00,168.0,2,1,0.0,100.0,3,350.0,5.860786223465865,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2281510,0,7,23,unknown,0,completed,2010-01-06T19:45:00+00:00,2010-01-13T19:45:00+00:00,2010-01-07T07:32:17+00:00,2018-11-27T22:51:12.150951+00:00,168.0,325,56,0.0,100.0,6,500.0,6.2166061010848646,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2281593,0,10,37,unknown,0,completed,2010-01-10T17:37:00+00:00,2010-01-21T17:37:00+00:00,2010-01-11T05:31:32+00:00,2018-11-27T23:00:34.295054+00:00,264.0,33,6,0.0,100.0,4,601.0,6.400257445308821,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2281626,0,7,23,unknown,0,completed,2010-01-12T10:24:06+00:00,2010-01-22T10:24:06+00:00,2010-01-12T09:59:04+00:00,2018-11-27T23:00:34.084864+00:00,240.0,60,19,0.0,100.0,2,250.0,5.5254529391317835,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2281655,0,10,37,unknown,0,completed,2010-01-13T22:14:16+00:00,2010-01-20T22:14:16+00:00,2010-01-12T23:57:42+00:00,2018-11-27T23:15:23.347671+00:00,168.0,49,14,0.0,100.0,1,600.0,6.398594934535208,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2282856,0,7,23,unknown,0,completed,2010-02-25T18:39:36+00:00,2010-03-07T18:39:36+00:00,2010-02-25T18:38:13+00:00,2018-11-27T22:57:43.241940+00:00,240.0,334,106,0.0,100.0,18,525.0,6.26530121273771,0.0,0.0,0,0,0,1,0,Standard (Legacy),image,0,1
2282874,0,10,34,unknown,0,completed,2010-02-23T02:39:00+00:00,2010-03-02T02:39:00+00:00,2010-02-26T14:37:18+00:00,2018-11-27T22:57:43.085194+00:00,168.0,22,11,0.0,100.0,1,400.0,5.993961427306569,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2282999,0,7,23,unknown,0,completed,2010-03-01T20:44:00+00:00,2010-03-10T20:44:00+00:00,2010-03-03T20:36:56+00:00,2018-11-27T22:51:05.328005+00:00,216.0,994,211,0.0,100.0,21,1500.0,7.313886831633462,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2283118,0,10,37,unknown,0,completed,2010-03-07T23:34:58+00:00,2010-03-21T23:34:58+00:00,2010-03-07T22:14:54+00:00,2018-11-27T22:57:42.552224+00:00,336.0,41,18,0.0,100.0,10,900.0,6.803505257608338,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2283463,0,10,37,unknown,0,completed,2010-03-19T10:15:00+00:00,2010-03-31T10:15:00+00:00,2010-03-18T22:57:18+00:00,2018-11-27T22:57:41.577101+00:00,288.0,56,17,0.0,100.0,18,1000.0,6.90875477931522,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
2283564,0,7,23,unknown,0,completed,2010-03-23T11:14:00+00:00,2010-04-08T11:14:00+00:00,2010-03-23T21:10:18+00:00,2018-11-27T22:51:02.728312+00:00,384.0,242,83,0.0,100.0,9,500.0,6.2166061010848646,0.0,0.0,0,0,0,0,0,Standard (Legacy),image,0,1
