worker_id,worker_quality,quality_unknown,raw_worker_quality
93541,0.0,1,-1.0
94246,0.0,1,-1.0
95925,0.0,1,-1.0
96535,0.0,1,-1.0
96989,0.0,1,-1.0
97212,0.0,1,-1.0
97277,0.0,1,-1.0
97585,0.0,1,-1.0
98712,0.0,1,-1.0
99096,0.0,1,-1.0
99114,0.0,1,-1.0
99138,0.0,1,-1.0
100727,0.0,1,-1.0
101005,0.0,1,-1.0
103100,0.0,1,-1.0
103542,0.0,1,-1.0
104332,0.0,1,-1.0
105057,0.0,1,-1.0
105106,0.0,1,-1.0
105548,0.0,1,-1.0
106917,0.0,1,-1.0
107124,0.0,1,-1.0
107376,0.83,0,83.0
109217,0.0,1,-1.0
109289,0.0,1,-1.0
109854,0.0,1,-1.0
110368,0.0,1,-1.0
110752,0.0,1,-1.0
111045,0.0,1,-1.0
111264,0.0,1,-1.0
111416,0.0,1,-1.0
112102,0.0,1,-1.0
112136,0.0,1,-1.0
112253,0.84,0,84.0
113113,0.0,1,-1.0
113320,0.0,1,-1.0
113496,0.74,0,74.0
113497,0.0,1,-1.0
113573,0.0,1,-1.0
113683,0.0,1,-1.0
114390,0.0,1,-1.0
114539,0.0,1,-1.0
115518,0.0,1,-1.0
115797,0.0,1,-1.0
115976,0.0,1,-1.0
116845,0.0,1,-1.0
117088,0.96,0,96.0
117332,0.0,1,-1.0
117408,0.0,1,-1.0
118416,0.0,1,-1.0
119201,0.0,1,-1.0
119248,0.0,1,-1.0
119692,0.0,1,-1.0
120238,0.0,1,-1.0
120316,0.0,1,-1.0
121008,0.0,1,-1.0
121400,0.0,1,-1.0
122620,0.0,1,-1.0
123469,0.0,1,-1.0
123534,0.0,1,-1.0
124063,0.0,1,-1.0
124422,0.0,1,-1.0
124469,0.0,1,-1.0
124503,0.0,1,-1.0
124504,0.0,1,-1.0
124723,0.0,1,-1.0
125049,0.0,1,-1.0
125718,0.0,1,-1.0
128276,0.91,0,91.0
128709,0.0,1,-1.0
128829,0.0,1,-1.0
128959,0.86,0,86.0
131185,0.0,1,-1.0
131641,0.0,1,-1.0
131794,0.0,1,-1.0
132542,0.0,1,-1.0
132596,0.0,1,-1.0
132862,0.0,1,-1.0
132898,0.0,1,-1.0
133276,0.0,1,-1.0
133858,0.0,1,-1.0
133950,0.0,1,-1.0
134366,0.0,1,-1.0
134860,0.0,1,-1.0
135808,0.0,1,-1.0
135894,0.0,1,-1.0
135896,0.0,1,-1.0
136036,0.0,1,-1.0
136073,0.0,1,-1.0
136171,0.0,1,-1.0
136218,0.0,1,-1.0
136546,0.0,1,-1.0
137123,0.0,1,-1.0
137165,0.0,1,-1.0
137168,0.0,1,-1.0
137170,0.0,1,-1.0
137863,0.0,1,-1.0
138108,0.0,1,-1.0
138141,0.0,1,-1.0
138291,0.0,1,-1.0
138299,0.0,1,-1.0
138434,0.0,1,-1.0
138685,0.0,1,-1.0
138721,0.0,1,-1.0
138738,0.0,1,-1.0
138743,0.0,1,-1.0
139004,0.0,1,-1.0
139504,0.0,1,-1.0
139780,0.0,1,-1.0
140062,0.0,1,-1.0
140191,0.0,1,-1.0
140875,0.0,1,-1.0
140995,0.0,1,-1.0
141426,0.0,1,-1.0
141867,0.0,1,-1.0
142265,0.0,1,-1.0
142946,0.0,1,-1.0
143674,0.0,1,-1.0
144106,0.0,1,-1.0
144131,0.0,1,-1.0
144852,0.0,1,-1.0
146079,0.0,1,-1.0
146620,0.7,0,70.0
146717,0.0,1,-1.0
147300,0.0,1,-1.0
147502,0.0,1,-1.0
147509,0.0,1,-1.0
148037,0.88,0,88.0
148579,0.0,1,-1.0
149046,0.0,1,-1.0
151174,0.0,1,-1.0
151849,0.0,1,-1.0
152728,0.0,1,-1.0
153207,0.0,1,-1.0
153260,0.0,1,-1.0
155020,0.0,1,-1.0
155301,0.0,1,-1.0
157155,0.0,1,-1.0
157469,0.0,1,-1.0
157693,0.0,1,-1.0
157941,0.0,1,-1.0
158113,0.0,1,-1.0
160539,0.0,1,-1.0
162323,0.0,1,-1.0
165431,0.0,1,-1.0
165561,0.85,0,85.0
165943,0.0,1,-1.0
166200,0.0,1,-1.0
166695,0.0,1,-1.0
166816,0.0,1,-1.0
167224,0.0,1,-1.0
167411,0.0,1,-1.0
168364,0.0,1,-1.0
169281,0.0,1,-1.0
171936,0.0,1,-1.0
172014,0.0,1,-1.0
172027,0.0,1,-1.0
173767,0.0,1,-1.0
173923,0.0,1,-1.0
174438,0.0,1,-1.0
174581,0.0,1,-1.0
175356,0.0,1,-1.0
176151,0.0,1,-1.0
176728,0.0,1,-1.0
176884,0.0,1,-1.0
177893,0.83,0,83.0
178770,0.0,1,-1.0
178824,0.0,1,-1.0
180059,0.0,1,-1.0
180594,0.89,0,89.0
180802,0.0,1,-1.0
181134,0.0,1,-1.0
181564,0.0,1,-1.0
183511,0.0,1,-1.0
183923,0.8,0,80.0
184071,0.0,1,-1.0
185157,0.0,1,-1.0
185541,0.0,1,-1.0
185597,0.0,1,-1.0
186865,0.0,1,-1.0
186967,0.0,1,-1.0
187317,0.0,1,-1.0
187651,0.0,1,-1.0
188061,0.0,1,-1.0
188240,0.0,1,-1.0
188652,0.0,1,-1.0
188707,0.0,1,-1.0
189201,0.0,1,-1.0
189466,0.0,1,-1.0
190875,0.0,1,-1.0
191431,0.0,1,-1.0
193898,0.0,1,-1.0
193937,0.0,1,-1.0
193950,0.0,1,-1.0
194249,0.0,1,-1.0
194415,0.78,0,78.0
194887,0.0,1,-1.0
195267,0.0,1,-1.0
196241,0.0,1,-1.0
197666,0.0,1,-1.0
197688,0.0,1,-1.0
198420,0.0,1,-1.0
198731,0.0,1,-1.0
203346,0.0,1,-1.0
203452,0.0,1,-1.0
203623,0.0,1,-1.0
203754,0.0,1,-1.0
203876,0.0,1,-1.0
203974,0.0,1,-1.0
204846,0.0,1,-1.0
205656,0.0,1,-1.0
207437,0.0,1,-1.0
207448,0.0,1,-1.0
207749,0.0,1,-1.0
207969,0.0,1,-1.0
208087,0.0,1,-1.0
208541,0.0,1,-1.0
209312,0.0,1,-1.0
210322,0.0,1,-1.0
210448,0.0,1,-1.0
211317,0.0,1,-1.0
211625,0.0,1,-1.0
212878,0.0,1,-1.0
212997,0.0,1,-1.0
213231,0.0,1,-1.0
213795,0.0,1,-1.0
213818,0.0,1,-1.0
215738,0.0,1,-1.0
215760,0.0,1,-1.0
215924,0.0,1,-1.0
215936,0.0,1,-1.0
216210,0.0,1,-1.0
216716,0.0,1,-1.0
216827,0.0,1,-1.0
217313,0.0,1,-1.0
217400,0.0,1,-1.0
217561,0.0,1,-1.0
218363,0.0,1,-1.0
218569,0.0,1,-1.0
218570,0.84,0,84.0
218674,0.0,1,-1.0
218930,0.0,1,-1.0
219132,0.0,1,-1.0
219517,0.0,1,-1.0
220556,0.0,1,-1.0
220747,0.0,1,-1.0
221820,0.0,1,-1.0
222597,0.0,1,-1.0
224807,0.0,1,-1.0
224959,0.0,1,-1.0
225067,0.0,1,-1.0
225509,0.0,1,-1.0
226764,0.0,1,-1.0
227390,0.0,1,-1.0
227431,0.0,1,-1.0
227486,0.0,1,-1.0
227706,0.0,1,-1.0
229263,0.0,1,-1.0
230452,0.0,1,-1.0
230861,0.0,1,-1.0
232498,0.0,1,-1.0
232719,0.0,1,-1.0
233387,0.0,1,-1.0
234211,0.0,1,-1.0
234394,0.0,1,-1.0
234461,0.0,1,-1.0
234653,0.0,1,-1.0
234682,0.0,1,-1.0
235867,0.0,1,-1.0
236053,0.0,1,-1.0
236525,0.0,1,-1.0
236811,0.0,1,-1.0
237118,0.0,1,-1.0
237631,0.0,1,-1.0
238207,0.0,1,-1.0
239380,0.0,1,-1.0
239781,0.0,1,-1.0
240026,0.0,1,-1.0
241836,0.0,1,-1.0
242478,0.0,1,-1.0
242623,0.0,1,-1.0
242717,0.0,1,-1.0
242830,0.0,1,-1.0
243281,0.0,1,-1.0
245258,0.0,1,-1.0
245457,0.0,1,-1.0
245917,0.0,1,-1.0
246061,0.0,1,-1.0
247250,0.0,1,-1.0
247731,0.0,1,-1.0
248330,0.0,1,-1.0
249700,0.0,1,-1.0
249773,0.0,1,-1.0
250251,0.0,1,-1.0
250960,0.0,1,-1.0
251635,0.0,1,-1.0
251769,0.0,1,-1.0
251837,0.0,1,-1.0
252201,0.0,1,-1.0
252246,0.0,1,-1.0
256528,0.0,1,-1.0
259255,0.0,1,-1.0
259848,0.0,1,-1.0
259952,0.0,1,-1.0
260345,0.0,1,-1.0
260501,0.0,1,-1.0
260856,0.0,1,-1.0
261029,0.0,1,-1.0
261211,0.0,1,-1.0
263781,0.0,1,-1.0
263994,0.0,1,-1.0
264125,0.0,1,-1.0
264256,0.0,1,-1.0
264430,0.0,1,-1.0
265863,0.0,1,-1.0
266317,0.0,1,-1.0
266350,0.0,1,-1.0
266355,0.0,1,-1.0
268218,0.0,1,-1.0
269647,0.0,1,-1.0
270242,0.0,1,-1.0
270360,0.0,1,-1.0
271293,0.0,1,-1.0
272229,0.0,1,-1.0
272825,0.0,1,-1.0
272963,0.0,1,-1.0
274223,0.0,1,-1.0
275436,0.0,1,-1.0
275984,0.0,1,-1.0
277272,0.0,1,-1.0
278142,0.0,1,-1.0
278552,0.0,1,-1.0
278974,0.0,1,-1.0
281970,0.0,1,-1.0
282992,0.0,1,-1.0
283514,0.0,1,-1.0
283637,0.0,1,-1.0
284314,0.0,1,-1.0
284879,0.0,1,-1.0
287216,0.0,1,-1.0
289151,0.0,1,-1.0
289407,0.0,1,-1.0
290433,0.0,1,-1.0
290556,0.0,1,-1.0
291740,0.0,1,-1.0
293492,0.0,1,-1.0
294476,0.0,1,-1.0
294855,0.0,1,-1.0
294923,0.0,1,-1.0
295682,0.0,1,-1.0
295723,0.0,1,-1.0
296098,0.0,1,-1.0
296248,0.0,1,-1.0
297212,0.0,1,-1.0
297667,0.0,1,-1.0
297810,0.85,0,85.0
297992,0.0,1,-1.0
298703,0.0,1,-1.0
298830,0.0,1,-1.0
298941,0.0,1,-1.0
300094,0.0,1,-1.0
300411,0.0,1,-1.0
301322,0.0,1,-1.0
301954,0.0,1,-1.0
302585,0.0,1,-1.0
303389,0.0,1,-1.0
303396,0.0,1,-1.0
304235,0.76,0,76.0
305653,0.0,1,-1.0
305850,0.85,0,85.0
306649,0.0,1,-1.0
306993,0.0,1,-1.0
308402,0.0,1,-1.0
308705,0.0,1,-1.0
309835,0.0,1,-1.0
309977,0.0,1,-1.0
310180,0.0,1,-1.0
310312,0.0,1,-1.0
312660,0.0,1,-1.0
314103,0.0,1,-1.0
314735,0.0,1,-1.0
315334,0.0,1,-1.0
316252,0.0,1,-1.0
317471,0.0,1,-1.0
318902,0.0,1,-1.0
319886,0.0,1,-1.0
320192,0.0,1,-1.0
320339,0.0,1,-1.0
321005,0.0,1,-1.0
321658,0.0,1,-1.0
322271,0.0,1,-1.0
322932,0.0,1,-1.0
323044,0.0,1,-1.0
323481,0.0,1,-1.0
324094,0.0,1,-1.0
325360,0.0,1,-1.0
326581,0.0,1,-1.0
326808,0.0,1,-1.0
330320,0.0,1,-1.0
330774,0.0,1,-1.0
332856,0.0,1,-1.0
333499,0.0,1,-1.0
333736,0.0,1,-1.0
333782,0.0,1,-1.0
334594,0.0,1,-1.0
334831,0.0,1,-1.0
335394,0.0,1,-1.0
336016,0.0,1,-1.0
336663,0.0,1,-1.0
337216,0.0,1,-1.0
339402,0.0,1,-1.0
339498,0.79,0,79.0
339560,0.0,1,-1.0
340036,0.0,1,-1.0
340131,0.0,1,-1.0
340384,0.0,1,-1.0
342093,0.0,1,-1.0
343791,0.0,1,-1.0
344082,0.0,1,-1.0
344194,0.0,1,-1.0
344879,0.0,1,-1.0
345737,0.0,1,-1.0
345767,0.0,1,-1.0
346598,0.0,1,-1.0
346674,0.0,1,-1.0
347407,0.0,1,-1.0
351390,0.0,1,-1.0
352141,0.0,1,-1.0
352196,0.86,0,86.0
352874,0.0,1,-1.0
353308,0.0,1,-1.0
353403,0.0,1,-1.0
353559,0.0,1,-1.0
353722,0.0,1,-1.0
353978,0.0,1,-1.0
354605,0.0,1,-1.0
355162,0.0,1,-1.0
355474,0.0,1,-1.0
355999,0.0,1,-1.0
357402,0.0,1,-1.0
357437,0.0,1,-1.0
359348,0.0,1,-1.0
361177,0.0,1,-1.0
361901,0.0,1,-1.0
363446,0.0,1,-1.0
363651,0.0,1,-1.0
363861,0.87,0,87.0
365705,0.0,1,-1.0
365920,0.0,1,-1.0
366648,0.0,1,-1.0
367565,0.0,1,-1.0
367629,0.0,1,-1.0
368556,0.0,1,-1.0
369242,0.0,1,-1.0
369452,0.0,1,-1.0
371558,0.0,1,-1.0
372670,0.0,1,-1.0
372816,0.0,1,-1.0
374325,0.0,1,-1.0
375186,0.0,1,-1.0
375462,0.0,1,-1.0
375787,0.0,1,-1.0
375982,0.0,1,-1.0
378356,0.0,1,-1.0
378457,0.0,1,-1.0
379018,0.0,1,-1.0
379025,0.0,1,-1.0
379543,0.0,1,-1.0
381260,0.83,0,83.0
381392,0.0,1,-1.0
381539,0.0,1,-1.0
383482,0.0,1,-1.0
383895,0.0,1,-1.0
384293,0.0,1,-1.0
385540,0.0,1,-1.0
385820,0.0,1,-1.0
387051,0.0,1,-1.0
387341,0.0,1,-1.0
390630,0.0,1,-1.0
391369,0.0,1,-1.0
393610,0.0,1,-1.0
393629,0.0,1,-1.0
393671,0.0,1,-1.0
394149,0.0,1,-1.0
394499,0.0,1,-1.0
395794,0.0,1,-1.0
396414,0.0,1,-1.0
397132,0.0,1,-1.0
397237,0.0,1,-1.0
398328,0.0,1,-1.0
398378,0.0,1,-1.0
399189,0.0,1,-1.0
399495,0.0,1,-1.0
399916,0.0,1,-1.0
400085,0.0,1,-1.0
400757,0.0,1,-1.0
401571,0.0,1,-1.0
402261,0.0,1,-1.0
402736,0.0,1,-1.0
403581,0.0,1,-1.0
403803,0.0,1,-1.0
404644,0.0,1,-1.0
405108,0.0,1,-1.0
405317,0.0,1,-1.0
405766,0.0,1,-1.0
406212,0.0,1,-1.0
406676,0.0,1,-1.0
408193,0.0,1,-1.0
409878,0.0,1,-1.0
410551,0.0,1,-1.0
411011,0.0,1,-1.0
411044,0.0,1,-1.0
411109,0.0,1,-1.0
411224,0.0,1,-1.0
413434,0.0,1,-1.0
413573,0.0,1,-1.0
414866,0.0,1,-1.0
415349,0.0,1,-1.0
415433,0.0,1,-1.0
415498,0.0,1,-1.0
416164,0.0,1,-1.0
417154,0.0,1,-1.0
417712,0.0,1,-1.0
417895,0.0,1,-1.0
419194,0.0,1,-1.0
422607,0.0,1,-1.0
423679,0.0,1,-1.0
424334,0.0,1,-1.0
425657,0.0,1,-1.0
426163,0.0,1,-1.0
426990,0.0,1,-1.0
427114,0.0,1,-1.0
427146,0.0,1,-1.0
428108,0.0,1,-1.0
429155,0.0,1,-1.0
429645,0.0,1,-1.0
430092,0.0,1,-1.0
430118,0.0,1,-1.0
430862,0.0,1,-1.0
431520,0.0,1,-1.0
432207,0.0,1,-1.0
433253,0.0,1,-1.0
434261,0.0,1,-1.0
434292,0.0,1,-1.0
435021,0.0,1,-1.0
435472,0.0,1,-1.0
436866,0.0,1,-1.0
437211,0.0,1,-1.0
437966,0.0,1,-1.0
438009,0.0,1,-1.0
441146,0.0,1,-1.0
441348,0.0,1,-1.0
444740,0.0,1,-1.0
445073,0.0,1,-1.0
445847,0.91,0,91.0
445929,0.0,1,-1.0
446503,0.0,1,-1.0
446638,0.0,1,-1.0
446901,0.0,1,-1.0
447925,0.0,1,-1.0
448689,0.0,1,-1.0
451207,0.0,1,-1.0
451501,0.0,1,-1.0
451530,0.0,1,-1.0
451719,0.0,1,-1.0
452054,0.0,1,-1.0
452136,0.0,1,-1.0
452161,0.0,1,-1.0
452559,0.0,1,-1.0
453013,0.0,1,-1.0
453063,0.0,1,-1.0
454126,0.0,1,-1.0
454159,0.0,1,-1.0
454563,0.0,1,-1.0
455129,0.0,1,-1.0
455466,0.0,1,-1.0
455870,0.0,1,-1.0
456621,0.0,1,-1.0
457018,0.0,1,-1.0
457144,0.0,1,-1.0
457435,0.86,0,86.0
457571,0.0,1,-1.0
458725,0.0,1,-1.0
458857,0.0,1,-1.0
459335,0.0,1,-1.0
459390,0.0,1,-1.0
459699,0.0,1,-1.0
459965,0.0,1,-1.0
460010,0.0,1,-1.0
460137,0.0,1,-1.0
461637,0.0,1,-1.0
461663,0.0,1,-1.0
461822,0.0,1,-1.0
462262,0.0,1,-1.0
463353,0.0,1,-1.0
463883,0.0,1,-1.0
464227,0.0,1,-1.0
465137,0.0,1,-1.0
467224,0.0,1,-1.0
469225,0.0,1,-1.0
469351,0.0,1,-1.0
470525,0.0,1,-1.0
470904,0.0,1,-1.0
471546,0.0,1,-1.0
472950,0.0,1,-1.0
473880,0.0,1,-1.0
475199,0.0,1,-1.0
476571,0.0,1,-1.0
478018,0.0,1,-1.0
478451,0.0,1,-1.0
479154,0.0,1,-1.0
479247,0.89,0,89.0
480497,0.0,1,-1.0
480587,0.0,1,-1.0
480756,0.0,1,-1.0
480872,0.0,1,-1.0
480987,0.0,1,-1.0
481114,0.0,1,-1.0
481231,0.0,1,-1.0
481435,0.0,1,-1.0
481575,0.77,0,77.0
481605,0.0,1,-1.0
481753,0.0,1,-1.0
481861,0.0,1,-1.0
482005,0.86,0,86.0
482221,0.82,0,82.0
482827,0.0,1,-1.0
483013,0.0,1,-1.0
483328,0.0,1,-1.0
483473,0.0,1,-1.0
483741,0.0,1,-1.0
483799,0.0,1,-1.0
484481,0.0,1,-1.0
484544,0.0,1,-1.0
485599,0.0,1,-1.0
486278,0.0,1,-1.0
486628,0.0,1,-1.0
486654,0.95,0,95.0
486806,0.0,1,-1.0
487252,0.0,1,-1.0
487580,0.0,1,-1.0
487717,0.0,1,-1.0
487746,0.0,1,-1.0
487754,0.0,1,-1.0
487957,0.0,1,-1.0
488029,0.0,1,-1.0
488099,0.0,1,-1.0
488339,0.0,1,-1.0
491315,0.0,1,-1.0
491663,0.0,1,-1.0
491745,0.0,1,-1.0
492010,0.0,1,-1.0
492629,0.0,1,-1.0
492636,0.0,1,-1.0
493033,0.0,1,-1.0
493617,0.0,1,-1.0
494997,0.0,1,-1.0
495610,0.0,1,-1.0
496342,0.0,1,-1.0
497144,0.0,1,-1.0
497935,0.0,1,-1.0
497962,0.0,1,-1.0
497987,0.0,1,-1.0
498203,0.0,1,-1.0
498905,0.0,1,-1.0
498980,0.0,1,-1.0
499055,0.0,1,-1.0
499419,0.0,1,-1.0
499700,0.0,1,-1.0
500119,0.0,1,-1.0
500441,0.0,1,-1.0
500494,0.0,1,-1.0
500978,0.0,1,-1.0
502046,0.0,1,-1.0
502804,0.0,1,-1.0
503023,0.0,1,-1.0
503373,0.0,1,-1.0
503951,0.0,1,-1.0
504800,0.0,1,-1.0
504954,0.0,1,-1.0
505484,0.0,1,-1.0
506884,0.0,1,-1.0
507787,0.0,1,-1.0
507942,0.0,1,-1.0
508875,0.0,1,-1.0
509047,0.0,1,-1.0
509643,0.0,1,-1.0
510008,0.0,1,-1.0
510220,0.0,1,-1.0
513479,0.0,1,-1.0
514115,0.0,1,-1.0
514311,0.0,1,-1.0
514891,0.0,1,-1.0
515512,0.0,1,-1.0
515782,0.0,1,-1.0
516539,0.86,0,86.0
520631,0.0,1,-1.0
521510,0.0,1,-1.0
521825,0.0,1,-1.0
522422,0.0,1,-1.0
522614,0.0,1,-1.0
523230,0.0,1,-1.0
525221,0.0,1,-1.0
525238,0.0,1,-1.0
525270,0.0,1,-1.0
525560,0.0,1,-1.0
525844,0.0,1,-1.0
527449,0.0,1,-1.0
527917,0.0,1,-1.0
529539,0.0,1,-1.0
529575,0.0,1,-1.0
530154,0.0,1,-1.0
530963,0.0,1,-1.0
531089,0.0,1,-1.0
531447,0.0,1,-1.0
532088,0.0,1,-1.0
532125,0.0,1,-1.0
534364,0.0,1,-1.0
534512,0.0,1,-1.0
534800,0.0,1,-1.0
536438,0.0,1,-1.0
537422,0.0,1,-1.0
538459,0.0,1,-1.0
538710,0.0,1,-1.0
538853,0.0,1,-1.0
540171,0.0,1,-1.0
541093,0.0,1,-1.0
541330,0.0,1,-1.0
541389,0.0,1,-1.0
542005,0.0,1,-1.0
543043,0.0,1,-1.0
543482,0.0,1,-1.0
543887,0.0,1,-1.0
544553,0.0,1,-1.0
